#date: 08.10.2020	time: 16:39:38
#t (s)	f (Hz)	A1 (V)	A2 (V)	phase (deg)	|Z| (Ohm)	Arg Z (Ohm)	Re Z (Ohm)	Im Z (deg)
245.37	1.2940E+7	1.5401	0.3356	+3.0	5.430E+1	-3.8	5.42E+1	-3.63E+0
245.53	1.2950E+7	1.5316	0.3346	+5.0	5.444E+1	-6.4	5.41E+1	-6.06E+0
245.72	1.2960E+7	1.5330	0.3339	+2.0	5.429E+1	-2.6	5.42E+1	-2.42E+0
245.88	1.2970E+7	1.5457	0.3356	+5.0	5.400E+1	-6.4	5.37E+1	-6.00E+0
246.07	1.2980E+7	1.5344	0.3339	+2.0	5.422E+1	-2.6	5.42E+1	-2.42E+0
246.23	1.2990E+7	1.5387	0.3336	+5.0	5.391E+1	-6.4	5.36E+1	-5.99E+0
246.40	1.3000E+7	1.5330	0.3318	+3.0	5.383E+1	-3.8	5.37E+1	-3.59E+0
246.56	1.3010E+7	1.5274	0.3326	+3.0	5.426E+1	-3.8	5.41E+1	-3.63E+0
246.73	1.3020E+7	1.5245	0.3314	+5.0	5.408E+1	-6.4	5.37E+1	-6.01E+0
246.91	1.3030E+7	1.5373	0.3328	+7.0	5.373E+1	-8.9	5.31E+1	-8.34E+0
247.08	1.3040E+7	1.5330	0.3306	+5.0	5.355E+1	-6.4	5.32E+1	-5.94E+0
247.26	1.3050E+7	1.5274	0.3318	+5.0	5.404E+1	-6.4	5.37E+1	-6.01E+0
247.43	1.3060E+7	1.5245	0.3315	+3.0	5.416E+1	-3.8	5.40E+1	-3.62E+0
247.59	1.3070E+7	1.5259	0.3301	+3.0	5.380E+1	-3.8	5.37E+1	-3.59E+0
247.75	1.3080E+7	1.5274	0.3314	+3.0	5.400E+1	-3.8	5.39E+1	-3.61E+0
247.91	1.3090E+7	1.5373	0.3318	+2.0	5.366E+1	-2.6	5.36E+1	-2.39E+0
248.06	1.3100E+7	1.5245	0.3306	+3.0	5.398E+1	-3.8	5.39E+1	-3.61E+0
248.23	1.3110E+7	1.5316	0.3295	+2.0	5.344E+1	-2.5	5.34E+1	-2.38E+0
248.40	1.3120E+7	1.5330	0.3291	+3.0	5.328E+1	-3.8	5.32E+1	-3.55E+0
248.56	1.3130E+7	1.5090	0.3265	+5.0	5.378E+1	-6.4	5.34E+1	-5.97E+0
248.74	1.3140E+7	1.5231	0.3280	+3.0	5.348E+1	-3.8	5.34E+1	-3.57E+0
248.93	1.3150E+7	1.5189	0.3270	+3.0	5.347E+1	-3.8	5.33E+1	-3.56E+0
249.09	1.3160E+7	1.5146	0.3267	+5.0	5.355E+1	-6.4	5.32E+1	-5.94E+0
249.28	1.3170E+7	1.5203	0.3275	+5.0	5.348E+1	-6.4	5.31E+1	-5.93E+0
249.46	1.3180E+7	1.5104	0.3256	+2.0	5.357E+1	-2.5	5.35E+1	-2.38E+0
249.66	1.3190E+7	1.5132	0.3250	+3.0	5.331E+1	-3.8	5.32E+1	-3.55E+0
249.81	1.3200E+7	1.5061	0.3243	+3.0	5.348E+1	-3.8	5.34E+1	-3.57E+0
249.97	1.3210E+7	1.5047	0.3240	+3.0	5.348E+1	-3.8	5.34E+1	-3.57E+0
250.12	1.3220E+7	1.5118	0.3243	+3.0	5.322E+1	-3.8	5.31E+1	-3.54E+0
250.29	1.3230E+7	1.5076	0.3240	+3.0	5.336E+1	-3.8	5.32E+1	-3.56E+0
250.46	1.3240E+7	1.5047	0.3233	+5.0	5.329E+1	-6.4	5.30E+1	-5.91E+0
250.64	1.3250E+7	1.5104	0.3233	+3.0	5.308E+1	-3.8	5.30E+1	-3.53E+0
250.80	1.3260E+7	1.5061	0.3215	+8.0	5.273E+1	-10.2	5.19E+1	-9.30E+0
250.97	1.3270E+7	1.5146	0.3240	+3.0	5.304E+1	-3.8	5.29E+1	-3.53E+0
251.15	1.3280E+7	1.5005	0.3212	+3.0	5.308E+1	-3.8	5.30E+1	-3.53E+0
251.34	1.3290E+7	1.5005	0.3199	+3.0	5.281E+1	-3.8	5.27E+1	-3.51E+0
251.50	1.3300E+7	1.5019	0.3196	+0.0	5.272E+1	-0.0	5.27E+1	-0.00E+0
251.67	1.3310E+7	1.4934	0.3198	+5.0	5.306E+1	-6.4	5.27E+1	-5.88E+0
251.82	1.3320E+7	1.4906	0.3169	+5.0	5.259E+1	-6.3	5.23E+1	-5.81E+0
251.99	1.3330E+7	1.5033	0.3196	+5.0	5.258E+1	-6.3	5.23E+1	-5.81E+0
252.17	1.3340E+7	1.4948	0.3188	+3.0	5.283E+1	-3.8	5.27E+1	-3.51E+0
252.33	1.3350E+7	1.4948	0.3168	+3.0	5.241E+1	-3.8	5.23E+1	-3.48E+0
252.50	1.3360E+7	1.4878	0.3176	+3.0	5.291E+1	-3.8	5.28E+1	-3.52E+0
252.67	1.3370E+7	1.4892	0.3159	+7.0	5.238E+1	-8.9	5.18E+1	-8.08E+0
252.82	1.3380E+7	1.4892	0.3165	+5.0	5.256E+1	-6.3	5.22E+1	-5.81E+0
252.98	1.3390E+7	1.4878	0.3175	+5.0	5.283E+1	-6.4	5.25E+1	-5.85E+0
253.13	1.3400E+7	1.4892	0.3161	+5.0	5.247E+1	-6.3	5.22E+1	-5.80E+0
253.28	1.3410E+7	1.4849	0.3154	+3.0	5.256E+1	-3.8	5.24E+1	-3.49E+0
253.47	1.3420E+7	1.4779	0.3141	+5.0	5.256E+1	-6.3	5.22E+1	-5.81E+0
253.62	1.3430E+7	1.4722	0.3142	+3.0	5.289E+1	-3.8	5.28E+1	-3.52E+0
253.78	1.3440E+7	1.4807	0.3141	+5.0	5.243E+1	-6.3	5.21E+1	-5.79E+0
253.95	1.3450E+7	1.4878	0.3147	+3.0	5.228E+1	-3.8	5.22E+1	-3.47E+0
254.10	1.3460E+7	1.4779	0.3137	+5.0	5.247E+1	-6.3	5.22E+1	-5.80E+0
254.26	1.3470E+7	1.4793	0.3137	+5.0	5.241E+1	-6.3	5.21E+1	-5.79E+0
254.43	1.3480E+7	1.4906	0.3141	+7.0	5.193E+1	-8.9	5.13E+1	-8.00E+0
254.61	1.3490E+7	1.4920	0.3132	+5.0	5.175E+1	-6.3	5.14E+1	-5.70E+0
254.77	1.3500E+7	1.4793	0.3124	+5.0	5.214E+1	-6.3	5.18E+1	-5.75E+0
254.94	1.3510E+7	1.4863	0.3135	+3.0	5.211E+1	-3.8	5.20E+1	-3.45E+0
255.13	1.3520E+7	1.4863	0.3127	+5.0	5.188E+1	-6.3	5.16E+1	-5.72E+0
255.26	1.3530E+7	1.4779	0.3123	+5.0	5.217E+1	-6.3	5.19E+1	-5.76E+0
255.44	1.3540E+7	1.4722	0.3103	+7.0	5.194E+1	-8.9	5.13E+1	-8.00E+0
255.61	1.3550E+7	1.4750	0.3116	+3.0	5.219E+1	-3.8	5.21E+1	-3.46E+0
255.78	1.3560E+7	1.4779	0.3127	+3.0	5.231E+1	-3.8	5.22E+1	-3.47E+0
255.96	1.3570E+7	1.4863	0.3114	+3.0	5.166E+1	-3.8	5.15E+1	-3.42E+0
256.13	1.3580E+7	1.4807	0.3127	+5.0	5.214E+1	-6.3	5.18E+1	-5.75E+0
256.31	1.3590E+7	1.4821	0.3120	+5.0	5.192E+1	-6.3	5.16E+1	-5.72E+0
256.49	1.3600E+7	1.4750	0.3106	+5.0	5.194E+1	-6.3	5.16E+1	-5.73E+0
256.66	1.3610E+7	1.4736	0.3103	+5.0	5.194E+1	-6.3	5.16E+1	-5.73E+0
256.79	1.3620E+7	1.4736	0.3091	+3.0	5.175E+1	-3.8	5.16E+1	-3.43E+0
256.94	1.3630E+7	1.4779	0.3108	+5.0	5.187E+1	-6.3	5.16E+1	-5.72E+0
257.13	1.3640E+7	1.4722	0.3080	+5.0	5.153E+1	-6.3	5.12E+1	-5.67E+0
257.31	1.3650E+7	1.4722	0.3096	+3.0	5.190E+1	-3.8	5.18E+1	-3.44E+0
257.46	1.3660E+7	1.4680	0.3077	+5.0	5.166E+1	-6.3	5.13E+1	-5.69E+0
257.62	1.3670E+7	1.4651	0.3082	+3.0	5.191E+1	-3.8	5.18E+1	-3.44E+0
257.79	1.3680E+7	1.4694	0.3076	+3.0	5.160E+1	-3.8	5.15E+1	-3.41E+0
257.96	1.3690E+7	1.4651	0.3080	+3.0	5.188E+1	-3.8	5.18E+1	-3.44E+0
258.12	1.3700E+7	1.4722	0.3089	+5.0	5.171E+1	-6.3	5.14E+1	-5.70E+0
258.29	1.3710E+7	1.4651	0.3070	+5.0	5.163E+1	-6.3	5.13E+1	-5.69E+0
258.46	1.3720E+7	1.4637	0.3063	+5.0	5.154E+1	-6.3	5.12E+1	-5.67E+0
258.62	1.3730E+7	1.4538	0.3052	+5.0	5.174E+1	-6.3	5.14E+1	-5.70E+0
258.79	1.3740E+7	1.4637	0.3060	+5.0	5.148E+1	-6.3	5.12E+1	-5.67E+0
258.95	1.3750E+7	1.4609	0.3043	+3.0	5.129E+1	-3.8	5.12E+1	-3.39E+0
259.12	1.3760E+7	1.4680	0.3058	+3.0	5.128E+1	-3.8	5.12E+1	-3.39E+0
259.29	1.3770E+7	1.4552	0.3049	+7.0	5.156E+1	-8.8	5.09E+1	-7.93E+0
259.45	1.3780E+7	1.4609	0.3043	+5.0	5.125E+1	-6.3	5.09E+1	-5.63E+0
259.62	1.3790E+7	1.4581	0.3036	+3.0	5.126E+1	-3.8	5.12E+1	-3.39E+0
259.82	1.3800E+7	1.4524	0.3038	+3.0	5.155E+1	-3.8	5.14E+1	-3.41E+0
259.99	1.3810E+7	1.4609	0.3041	+5.0	5.119E+1	-6.3	5.09E+1	-5.63E+0
260.15	1.3820E+7	1.4552	0.3028	+5.0	5.117E+1	-6.3	5.09E+1	-5.62E+0
260.32	1.3830E+7	1.4609	0.3025	+5.0	5.086E+1	-6.3	5.06E+1	-5.58E+0
260.49	1.3840E+7	1.4538	0.3036	+5.0	5.141E+1	-6.3	5.11E+1	-5.66E+0
260.65	1.3850E+7	1.4524	0.3011	+5.0	5.093E+1	-6.3	5.06E+1	-5.59E+0
260.83	1.3860E+7	1.4524	0.3018	+2.0	5.114E+1	-2.5	5.11E+1	-2.25E+0
261.00	1.3870E+7	1.4482	0.2995	+7.0	5.073E+1	-8.8	5.01E+1	-7.78E+0
261.17	1.3880E+7	1.4439	0.2997	+5.0	5.101E+1	-6.3	5.07E+1	-5.60E+0
261.33	1.3890E+7	1.4538	0.3007	+7.0	5.072E+1	-8.8	5.01E+1	-7.77E+0
261.50	1.3900E+7	1.4467	0.2997	+5.0	5.088E+1	-6.3	5.06E+1	-5.59E+0
261.67	1.3910E+7	1.4411	0.2981	+5.0	5.080E+1	-6.3	5.05E+1	-5.58E+0
261.85	1.3920E+7	1.4383	0.2983	+7.0	5.089E+1	-8.8	5.03E+1	-7.81E+0
262.01	1.3930E+7	1.4453	0.2994	+5.0	5.088E+1	-6.3	5.06E+1	-5.59E+0
262.20	1.3940E+7	1.4467	0.2988	+7.0	5.064E+1	-8.8	5.00E+1	-7.76E+0
262.35	1.3950E+7	1.4368	0.2973	+5.0	5.080E+1	-6.3	5.05E+1	-5.58E+0
262.53	1.3960E+7	1.4467	0.2971	+5.0	5.034E+1	-6.3	5.00E+1	-5.51E+0
262.69	1.3970E+7	1.4425	0.2976	+3.0	5.065E+1	-3.8	5.05E+1	-3.34E+0
262.87	1.3980E+7	1.4425	0.2970	+7.0	5.043E+1	-8.8	4.98E+1	-7.72E+0
263.01	1.3990E+7	1.4298	0.2949	+3.0	5.064E+1	-3.8	5.05E+1	-3.34E+0
263.18	1.4000E+7	1.4241	0.2967	+3.0	5.130E+1	-3.8	5.12E+1	-3.39E+0
263.36	1.4010E+7	1.4340	0.2953	+5.0	5.050E+1	-6.3	5.02E+1	-5.54E+0
263.54	1.4020E+7	1.4298	0.2946	+7.0	5.048E+1	-8.8	4.99E+1	-7.73E+0
263.71	1.4030E+7	1.4340	0.2927	+5.0	4.996E+1	-6.3	4.97E+1	-5.46E+0
263.89	1.4040E+7	1.4269	0.2936	+3.0	5.049E+1	-3.8	5.04E+1	-3.33E+0
264.08	1.4050E+7	1.4326	0.2959	+3.0	5.073E+1	-3.8	5.06E+1	-3.34E+0
264.26	1.4060E+7	1.4241	0.2927	+3.0	5.043E+1	-3.8	5.03E+1	-3.32E+0
264.44	1.4070E+7	1.4312	0.2940	+3.0	5.039E+1	-3.8	5.03E+1	-3.32E+0
264.62	1.4080E+7	1.4241	0.2922	+3.0	5.031E+1	-3.8	5.02E+1	-3.31E+0
264.81	1.4090E+7	1.4326	0.2929	+3.0	5.009E+1	-3.8	5.00E+1	-3.29E+0
264.99	1.4100E+7	1.4326	0.2919	+5.0	4.984E+1	-6.3	4.95E+1	-5.45E+0
265.16	1.4110E+7	1.4213	0.2926	+2.0	5.054E+1	-2.5	5.05E+1	-2.22E+0
265.34	1.4120E+7	1.4170	0.2909	+5.0	5.031E+1	-6.3	5.00E+1	-5.51E+0
265.51	1.4130E+7	1.4185	0.2915	+3.0	5.041E+1	-3.8	5.03E+1	-3.32E+0
265.66	1.4140E+7	1.4255	0.2918	+3.0	5.016E+1	-3.8	5.00E+1	-3.30E+0
265.82	1.4150E+7	1.4071	0.2881	+2.0	5.019E+1	-2.5	5.01E+1	-2.20E+0
266.00	1.4160E+7	1.4114	0.2898	+3.0	5.036E+1	-3.8	5.02E+1	-3.31E+0
266.16	1.4170E+7	1.4142	0.2902	+3.0	5.032E+1	-3.8	5.02E+1	-3.31E+0
266.34	1.4180E+7	1.4043	0.2884	+7.0	5.027E+1	-8.8	4.97E+1	-7.69E+0
266.52	1.4190E+7	1.4128	0.2871	+5.0	4.967E+1	-6.3	4.94E+1	-5.43E+0
266.69	1.4200E+7	1.4100	0.2884	+5.0	5.007E+1	-6.3	4.98E+1	-5.48E+0
266.87	1.4210E+7	1.4029	0.2861	+7.0	4.983E+1	-8.8	4.92E+1	-7.61E+0
267.05	1.4220E+7	1.4071	0.2869	+5.0	4.989E+1	-6.3	4.96E+1	-5.46E+0
267.22	1.4230E+7	1.4029	0.2843	+7.0	4.943E+1	-8.8	4.89E+1	-7.54E+0
267.40	1.4240E+7	1.4086	0.2851	+3.0	4.946E+1	-3.8	4.94E+1	-3.24E+0
267.59	1.4250E+7	1.4043	0.2843	+5.0	4.943E+1	-6.3	4.91E+1	-5.39E+0
267.77	1.4260E+7	1.4001	0.2837	+3.0	4.953E+1	-3.8	4.94E+1	-3.25E+0
267.94	1.4270E+7	1.3930	0.2828	+3.0	4.966E+1	-3.8	4.96E+1	-3.26E+0
268.08	1.4280E+7	1.3987	0.2841	+3.0	4.969E+1	-3.8	4.96E+1	-3.26E+0
268.25	1.4290E+7	1.3972	0.2833	+5.0	4.953E+1	-6.3	4.92E+1	-5.41E+0
268.40	1.4300E+7	1.4001	0.2844	+5.0	4.965E+1	-6.3	4.94E+1	-5.42E+0
268.58	1.4310E+7	1.4015	0.2826	+3.0	4.922E+1	-3.8	4.91E+1	-3.23E+0
268.75	1.4320E+7	1.3916	0.2814	+5.0	4.937E+1	-6.3	4.91E+1	-5.39E+0
268.93	1.4330E+7	1.3873	0.2824	+5.0	4.978E+1	-6.3	4.95E+1	-5.44E+0
269.12	1.4340E+7	1.3944	0.2820	+3.0	4.941E+1	-3.8	4.93E+1	-3.24E+0
269.30	1.4350E+7	1.3845	0.2804	+3.0	4.951E+1	-3.8	4.94E+1	-3.25E+0
269.48	1.4360E+7	1.3888	0.2814	+2.0	4.955E+1	-2.5	4.95E+1	-2.17E+0
269.66	1.4370E+7	1.3972	0.2813	+5.0	4.909E+1	-6.3	4.88E+1	-5.35E+0
269.82	1.4380E+7	1.3817	0.2796	+3.0	4.945E+1	-3.8	4.93E+1	-3.24E+0
270.00	1.4390E+7	1.3873	0.2816	+3.0	4.963E+1	-3.8	4.95E+1	-3.26E+0
270.18	1.4400E+7	1.3902	0.2810	+2.0	4.939E+1	-2.5	4.93E+1	-2.16E+0
270.33	1.4410E+7	1.3930	0.2796	+3.0	4.895E+1	-3.8	4.88E+1	-3.20E+0
270.51	1.4420E+7	1.3930	0.2800	+3.0	4.904E+1	-3.8	4.89E+1	-3.21E+0
270.67	1.4430E+7	1.3859	0.2787	+3.0	4.907E+1	-3.8	4.90E+1	-3.21E+0
270.85	1.4440E+7	1.3888	0.2804	+3.0	4.932E+1	-3.8	4.92E+1	-3.23E+0
271.03	1.4450E+7	1.3916	0.2789	+3.0	4.885E+1	-3.8	4.87E+1	-3.20E+0
271.24	1.4460E+7	1.3831	0.2779	+3.0	4.901E+1	-3.8	4.89E+1	-3.21E+0
271.41	1.4470E+7	1.3859	0.2786	+3.0	4.904E+1	-3.8	4.89E+1	-3.21E+0
271.60	1.4480E+7	1.3888	0.2792	+3.0	4.904E+1	-3.8	4.89E+1	-3.21E+0
271.74	1.4490E+7	1.3760	0.2769	+3.0	4.911E+1	-3.8	4.90E+1	-3.22E+0
271.92	1.4500E+7	1.3831	0.2787	+2.0	4.921E+1	-2.5	4.92E+1	-2.15E+0
272.08	1.4510E+7	1.3859	0.2785	+7.0	4.892E+1	-8.8	4.83E+1	-7.44E+0
272.23	1.4520E+7	1.3774	0.2763	+3.0	4.892E+1	-3.8	4.88E+1	-3.20E+0
272.40	1.4530E+7	1.3704	0.2770	+5.0	4.935E+1	-6.3	4.91E+1	-5.38E+0
272.57	1.4540E+7	1.3789	0.2782	+5.0	4.922E+1	-6.3	4.89E+1	-5.37E+0
272.76	1.4550E+7	1.3746	0.2768	+7.0	4.904E+1	-8.8	4.85E+1	-7.47E+0
272.94	1.4560E+7	1.3760	0.2756	+5.0	4.879E+1	-6.2	4.85E+1	-5.31E+0
273.11	1.4570E+7	1.3718	0.2752	+5.0	4.888E+1	-6.3	4.86E+1	-5.32E+0
273.27	1.4580E+7	1.3817	0.2744	+5.0	4.826E+1	-6.2	4.80E+1	-5.24E+0
273.44	1.4590E+7	1.3774	0.2752	+0.0	4.869E+1	-0.0	4.87E+1	-0.00E+0
273.62	1.4600E+7	1.3760	0.2739	+2.0	4.846E+1	-2.5	4.84E+1	-2.11E+0
273.81	1.4610E+7	1.3732	0.2741	+3.0	4.860E+1	-3.7	4.85E+1	-3.18E+0
273.95	1.4620E+7	1.3746	0.2746	+5.0	4.863E+1	-6.2	4.83E+1	-5.29E+0
274.12	1.4630E+7	1.3774	0.2746	+7.0	4.845E+1	-8.7	4.79E+1	-7.36E+0
274.29	1.4640E+7	1.3760	0.2738	+3.0	4.842E+1	-3.7	4.83E+1	-3.16E+0
274.46	1.4650E+7	1.3760	0.2737	+3.0	4.839E+1	-3.7	4.83E+1	-3.16E+0
274.62	1.4660E+7	1.3661	0.2727	+3.0	4.860E+1	-3.7	4.85E+1	-3.18E+0
274.79	1.4670E+7	1.3690	0.2722	+5.0	4.835E+1	-6.2	4.81E+1	-5.25E+0
274.97	1.4680E+7	1.3562	0.2715	+5.0	4.876E+1	-6.2	4.85E+1	-5.31E+0
275.14	1.4690E+7	1.3675	0.2725	+3.0	4.851E+1	-3.7	4.84E+1	-3.17E+0
275.30	1.4700E+7	1.3605	0.2725	+7.0	4.873E+1	-8.7	4.82E+1	-7.41E+0
275.47	1.4710E+7	1.3548	0.2711	+2.0	4.877E+1	-2.5	4.87E+1	-2.13E+0
275.69	1.4720E+7	1.3534	0.2708	+3.0	4.876E+1	-3.7	4.87E+1	-3.19E+0
275.87	1.4730E+7	1.3619	0.2714	+3.0	4.851E+1	-3.7	4.84E+1	-3.17E+0
276.05	1.4740E+7	1.3520	0.2695	+3.0	4.854E+1	-3.7	4.84E+1	-3.17E+0
276.23	1.4750E+7	1.3477	0.2695	+5.0	4.869E+1	-6.2	4.84E+1	-5.30E+0
276.40	1.4760E+7	1.3633	0.2710	+2.0	4.836E+1	-2.5	4.83E+1	-2.11E+0
276.58	1.4770E+7	1.3576	0.2690	+3.0	4.816E+1	-3.7	4.81E+1	-3.14E+0
276.77	1.4780E+7	1.3548	0.2684	+3.0	4.816E+1	-3.7	4.81E+1	-3.14E+0
276.93	1.4790E+7	1.3591	0.2687	+2.0	4.805E+1	-2.5	4.80E+1	-2.09E+0
277.10	1.4800E+7	1.3562	0.2681	+0.0	4.805E+1	-0.0	4.81E+1	-0.00E+0
277.26	1.4810E+7	1.3548	0.2683	+3.0	4.813E+1	-3.7	4.80E+1	-3.14E+0
277.43	1.4820E+7	1.3449	0.2670	+2.0	4.829E+1	-2.5	4.82E+1	-2.10E+0
277.60	1.4830E+7	1.3449	0.2663	+2.0	4.813E+1	-2.5	4.81E+1	-2.09E+0
277.75	1.4840E+7	1.3463	0.2667	+3.0	4.815E+1	-3.7	4.81E+1	-3.14E+0
277.93	1.4850E+7	1.3477	0.2667	+3.0	4.809E+1	-3.7	4.80E+1	-3.14E+0
278.09	1.4860E+7	1.3407	0.2659	+2.0	4.823E+1	-2.5	4.82E+1	-2.10E+0
278.26	1.4870E+7	1.3449	0.2674	+3.0	4.838E+1	-3.7	4.83E+1	-3.16E+0
278.45	1.4880E+7	1.3477	0.2663	+3.0	4.800E+1	-3.7	4.79E+1	-3.13E+0
278.63	1.4890E+7	1.3463	0.2671	+3.0	4.825E+1	-3.7	4.81E+1	-3.15E+0
278.80	1.4900E+7	1.3421	0.2666	+2.0	4.832E+1	-2.5	4.83E+1	-2.10E+0
278.96	1.4910E+7	1.3421	0.2662	+3.0	4.822E+1	-3.7	4.81E+1	-3.15E+0
279.11	1.4920E+7	1.3477	0.2652	+3.0	4.774E+1	-3.7	4.76E+1	-3.11E+0
279.28	1.4930E+7	1.3364	0.2642	+2.0	4.803E+1	-2.5	4.80E+1	-2.09E+0
279.45	1.4940E+7	1.3364	0.2629	+7.0	4.765E+1	-8.7	4.71E+1	-7.21E+0
279.61	1.4950E+7	1.3407	0.2643	+3.0	4.787E+1	-3.7	4.78E+1	-3.12E+0
279.80	1.4960E+7	1.3421	0.2645	+2.0	4.785E+1	-2.5	4.78E+1	-2.08E+0
279.94	1.4970E+7	1.3449	0.2645	+3.0	4.771E+1	-3.7	4.76E+1	-3.11E+0
280.11	1.4980E+7	1.3435	0.2646	+3.0	4.780E+1	-3.7	4.77E+1	-3.11E+0
280.26	1.4990E+7	1.3463	0.2639	+3.0	4.752E+1	-3.7	4.74E+1	-3.09E+0
280.43	1.5000E+7	1.3449	0.2625	+2.0	4.728E+1	-2.5	4.72E+1	-2.05E+0
280.61	1.5010E+7	1.3364	0.2621	+3.0	4.754E+1	-3.7	4.74E+1	-3.09E+0
280.79	1.5020E+7	1.3364	0.2611	+5.0	4.729E+1	-6.2	4.70E+1	-5.12E+0
280.95	1.5030E+7	1.3308	0.2601	+2.0	4.736E+1	-2.5	4.73E+1	-2.05E+0
281.12	1.5040E+7	1.3308	0.2613	+3.0	4.763E+1	-3.7	4.75E+1	-3.10E+0
281.29	1.5050E+7	1.3308	0.2613	+2.0	4.765E+1	-2.5	4.76E+1	-2.07E+0
281.44	1.5060E+7	1.3209	0.2612	+3.0	4.805E+1	-3.7	4.79E+1	-3.13E+0
281.61	1.5070E+7	1.3364	0.2615	+2.0	4.743E+1	-2.5	4.74E+1	-2.06E+0
281.77	1.5080E+7	1.3308	0.2606	+3.0	4.747E+1	-3.7	4.74E+1	-3.09E+0
281.94	1.5090E+7	1.3336	0.2609	+2.0	4.742E+1	-2.5	4.74E+1	-2.06E+0
282.11	1.5100E+7	1.3336	0.2596	+2.0	4.714E+1	-2.5	4.71E+1	-2.04E+0
282.26	1.5110E+7	1.3265	0.2591	+2.0	4.732E+1	-2.5	4.73E+1	-2.05E+0
282.44	1.5120E+7	1.3279	0.2581	+3.0	4.702E+1	-3.7	4.69E+1	-3.05E+0
282.61	1.5130E+7	1.3251	0.2577	+3.0	4.705E+1	-3.7	4.70E+1	-3.06E+0
282.75	1.5140E+7	1.3223	0.2584	+0.0	4.736E+1	-0.0	4.74E+1	-0.00E+0
282.93	1.5150E+7	1.3180	0.2567	+3.0	4.714E+1	-3.7	4.70E+1	-3.06E+0
283.10	1.5160E+7	1.3251	0.2572	+3.0	4.696E+1	-3.7	4.69E+1	-3.05E+0
283.29	1.5170E+7	1.3237	0.2584	+3.0	4.727E+1	-3.7	4.72E+1	-3.07E+0
283.45	1.5180E+7	1.3166	0.2563	+3.0	4.711E+1	-3.7	4.70E+1	-3.06E+0
283.65	1.5190E+7	1.3166	0.2574	+0.0	4.738E+1	-0.0	4.74E+1	-0.00E+0
283.82	1.5200E+7	1.3237	0.2557	+3.0	4.667E+1	-3.7	4.66E+1	-3.03E+0
284.00	1.5210E+7	1.3223	0.2561	+3.0	4.682E+1	-3.7	4.67E+1	-3.04E+0
284.17	1.5220E+7	1.3251	0.2553	+2.0	4.652E+1	-2.5	4.65E+1	-2.01E+0
284.35	1.5230E+7	1.3138	0.2537	+0.0	4.667E+1	-0.0	4.67E+1	-0.00E+0
284.52	1.5240E+7	1.3166	0.2543	+2.0	4.666E+1	-2.5	4.66E+1	-2.02E+0
284.69	1.5250E+7	1.3251	0.2558	+0.0	4.665E+1	-0.0	4.67E+1	-0.00E+0
284.87	1.5260E+7	1.3152	0.2529	+3.0	4.640E+1	-3.7	4.63E+1	-3.00E+0
285.05	1.5270E+7	1.3180	0.2540	+3.0	4.653E+1	-3.7	4.64E+1	-3.02E+0
285.23	1.5280E+7	1.3096	0.2531	+0.0	4.673E+1	-0.0	4.67E+1	-0.00E+0
285.42	1.5290E+7	1.3195	0.2539	+2.0	4.644E+1	-2.5	4.64E+1	-2.01E+0
285.58	1.5300E+7	1.3152	0.2543	+2.0	4.673E+1	-2.5	4.67E+1	-2.02E+0
285.77	1.5310E+7	1.3180	0.2544	+2.0	4.663E+1	-2.5	4.66E+1	-2.02E+0
285.93	1.5320E+7	1.3166	0.2540	+5.0	4.656E+1	-6.2	4.63E+1	-5.02E+0
286.10	1.5330E+7	1.3209	0.2523	+3.0	4.602E+1	-3.7	4.59E+1	-2.98E+0
286.28	1.5340E+7	1.3138	0.2522	+0.0	4.631E+1	-0.0	4.63E+1	-0.00E+0
286.45	1.5350E+7	1.3096	0.2519	-2.0	4.643E+1	+2.5	4.64E+1	2.01E+0
286.61	1.5360E+7	1.3110	0.2509	+2.0	4.614E+1	-2.5	4.61E+1	-1.99E+0
286.78	1.5370E+7	1.3053	0.2512	+5.0	4.641E+1	-6.2	4.61E+1	-5.00E+0
286.96	1.5380E+7	1.3096	0.2507	+0.0	4.618E+1	-0.0	4.62E+1	-0.00E+0
287.13	1.5390E+7	1.3096	0.2502	+0.0	4.605E+1	-0.0	4.60E+1	-0.00E+0
287.28	1.5400E+7	1.3067	0.2493	-2.0	4.597E+1	+2.5	4.59E+1	1.98E+0
287.46	1.5410E+7	1.3124	0.2505	-2.0	4.598E+1	+2.5	4.59E+1	1.98E+0
287.64	1.5420E+7	1.3096	0.2489	+2.0	4.575E+1	-2.5	4.57E+1	-1.97E+0
287.81	1.5430E+7	1.3053	0.2498	-2.0	4.613E+1	+2.5	4.61E+1	1.99E+0
287.98	1.5440E+7	1.2982	0.2492	+0.0	4.632E+1	-0.0	4.63E+1	-0.00E+0
288.16	1.5450E+7	1.3124	0.2506	+2.0	4.601E+1	-2.5	4.60E+1	-1.98E+0
288.33	1.5460E+7	1.3011	0.2483	+0.0	4.600E+1	-0.0	4.60E+1	-0.00E+0
288.51	1.5470E+7	1.3053	0.2496	+3.0	4.609E+1	-3.7	4.60E+1	-2.98E+0
288.68	1.5480E+7	1.2968	0.2471	+2.0	4.589E+1	-2.5	4.58E+1	-1.98E+0
288.86	1.5490E+7	1.3039	0.2492	+0.0	4.607E+1	-0.0	4.61E+1	-0.00E+0
289.04	1.5500E+7	1.3011	0.2489	+0.0	4.613E+1	-0.0	4.61E+1	-0.00E+0
